id,lat,lon,datetime,token
010,41.708665,82.968483,2008-04-03 13:55:24,s
010,41.708428,82.969685,2008-04-03 13:55:33,
010,41.708178,82.971118,2008-04-03 13:55:42,
010,41.707873,82.972688,2008-04-03 13:55:51,
010,41.707605,82.974172,2008-04-03 13:56:00,
010,41.707368,82.975498,2008-04-03 13:56:09,
010,41.707107,82.976925,2008-04-03 13:56:18,
010,41.70683,82.978308,2008-04-03 13:56:27,
010,41.70672,82.978903,2008-04-03 13:56:36,
010,41.70672,82.978897,2008-04-03 13:56:45,
010,41.706697,82.979143,2008-04-03 13:56:54,
010,41.706482,82.980255,2008-04-03 13:57:03,
010,41.706227,82.98166,2008-04-03 13:57:12,
010,41.706077,82.983327,2008-04-03 13:57:21,
010,41.705943,82.985153,2008-04-03 13:57:30,
010,41.70583,82.986875,2008-04-03 13:57:39,
010,41.705798,82.988017,2008-04-03 13:57:48,
010,41.70578,82.989027,2008-04-03 13:57:57,
010,41.705818,82.990403,2008-04-03 13:58:06,
010,41.705998,82.991768,2008-04-03 13:58:15,
010,41.706275,82.993173,2008-04-03 13:58:24,
010,41.706538,82.99438,2008-04-03 13:58:33,
010,41.706837,82.995788,2008-04-03 13:58:42,
010,41.707088,82.99712,2008-04-03 13:58:51,
010,41.706925,82.997702,2008-04-03 13:59:00,
010,41.706127,82.998002,2008-04-03 13:59:09,
010,41.704882,82.998478,2008-04-03 13:59:18,
010,41.703423,82.999047,2008-04-03 13:59:27,
010,41.701803,82.999668,2008-04-03 13:59:36,
010,41.700095,83.000305,2008-04-03 13:59:45,
010,41.698597,83.000957,2008-04-03 13:59:54,
010,41.697478,83.00222,2008-04-03 14:00:03,
010,41.696255,83.003693,2008-04-03 14:00:12,
010,41.695068,83.005115,2008-04-03 14:00:21,
010,41.694007,83.006387,2008-04-03 14:00:30,
010,41.693888,83.007552,2008-04-03 14:00:39,
010,41.694347,83.009083,2008-04-03 14:00:48,
010,41.69487,83.010887,2008-04-03 14:00:57,
010,41.695253,83.01232,2008-04-03 14:01:06,
010,41.6948,83.012922,2008-04-03 14:01:15,
010,41.694033,83.013343,2008-04-03 14:01:24,
010,41.693762,83.013522,2008-04-03 14:01:33,
010,43.151338,88.872043,2008-04-04 04:31:28,s
010,43.151725,88.871997,2008-04-04 04:31:37,
010,43.152012,88.872722,2008-04-04 04:31:46,
010,43.152202,88.874332,2008-04-04 04:31:55,
010,43.152428,88.876227,2008-04-04 04:32:04,
010,43.152397,88.87769,2008-04-04 04:32:13,
010,43.151635,88.878857,2008-04-04 04:32:22,
010,43.15049,88.880003,2008-04-04 04:32:32,
010,43.14924,88.880723,2008-04-04 04:32:41,
010,43.147677,88.881287,2008-04-04 04:32:50,
010,43.145688,88.88082,2008-04-04 04:32:59,
010,43.143635,88.88039,2008-04-04 04:33:08,
010,43.141673,88.8799,2008-04-04 04:33:17,
010,43.139818,88.879278,2008-04-04 04:33:26,
010,43.13877,88.877247,2008-04-04 04:33:35,
010,43.138378,88.874462,2008-04-04 04:33:44,
010,43.137933,88.871458,2008-04-04 04:33:53,
010,43.13746,88.868333,2008-04-04 04:34:02,
010,43.137047,88.865647,2008-04-04 04:34:11,
010,43.136627,88.86298,2008-04-04 04:34:20,
010,43.13618,88.860058,2008-04-04 04:34:29,
010,43.135562,88.857053,2008-04-04 04:34:38,
010,43.133928,88.8547,2008-04-04 04:34:47,
010,43.131365,88.853432,2008-04-04 04:34:56,
010,43.128713,88.852215,2008-04-04 04:35:05,
010,43.126123,88.850673,2008-04-04 04:35:14,
010,43.123672,88.848772,2008-04-04 04:35:23,
010,43.121402,88.84655,2008-04-04 04:35:32,
010,43.119293,88.84401,2008-04-04 04:35:41,
010,43.117312,88.841343,2008-04-04 04:35:50,
010,43.115423,88.838853,2008-04-04 04:35:59,
010,43.113435,88.83676,2008-04-04 04:36:08,
010,43.111208,88.834857,2008-04-04 04:36:17,
010,43.10903,88.832897,2008-04-04 04:36:26,
010,43.106947,88.830675,2008-04-04 04:36:35,
010,43.104773,88.828497,2008-04-04 04:36:44,
010,43.102522,88.826332,2008-04-04 04:36:53,
010,43.100263,88.82415,2008-04-04 04:37:02,
010,43.098043,88.821998,2008-04-04 04:37:11,
010,43.095912,88.819933,2008-04-04 04:37:20,
010,43.09383,88.81792,2008-04-04 04:37:29,
010,43.091817,88.81597,2008-04-04 04:37:38,
010,43.089905,88.814128,2008-04-04 04:37:47,
010,43.088102,88.812418,2008-04-04 04:37:56,
010,43.086278,88.810642,2008-04-04 04:38:05,
010,43.084587,88.809007,2008-04-04 04:38:14,
010,43.082593,88.80712,2008-04-04 04:38:23,
010,43.080307,88.804872,2008-04-04 04:38:32,
010,43.077912,88.802535,2008-04-04 04:38:41,
010,43.075508,88.800208,2008-04-04 04:38:50,
010,43.073185,88.79796,2008-04-04 04:38:59,
010,43.070952,88.795802,2008-04-04 04:39:08,
010,43.068725,88.793655,2008-04-04 04:39:17,
010,43.066603,88.791597,2008-04-04 04:39:26,
010,43.064593,88.789653,2008-04-04 04:39:35,
010,43.06269,88.787807,2008-04-04 04:39:44,
010,43.060872,88.78603,2008-04-04 04:39:53,
010,43.05916,88.784392,2008-04-04 04:40:02,
010,43.05766,88.782942,2008-04-04 04:40:11,
010,43.056653,88.782103,2008-04-04 04:40:21,s
010,43.05629,88.783175,2008-04-04 04:40:30,
010,43.056095,88.78509,2008-04-04 04:40:39,
010,43.055678,88.787385,2008-04-04 04:40:48,
010,43.054757,88.789797,2008-04-04 04:40:57,
010,43.053745,88.79232,2008-04-04 04:41:06,
010,43.05266,88.794993,2008-04-04 04:41:15,
010,43.051583,88.797675,2008-04-04 04:41:24,
010,43.050552,88.800317,2008-04-04 04:41:33,
010,43.049345,88.803273,2008-04-04 04:41:42,
010,43.048035,88.806453,2008-04-04 04:41:51,
010,43.046765,88.809568,2008-04-04 04:42:00,
010,43.045528,88.812633,2008-04-04 04:42:09,
010,43.044265,88.815753,2008-04-04 04:42:18,
010,43.042962,88.81893,2008-04-04 04:42:27,
010,43.041652,88.822203,2008-04-04 04:42:36,
010,43.040305,88.825503,2008-04-04 04:42:45,
010,43.038945,88.828795,2008-04-04 04:42:54,
010,43.037598,88.83203,2008-04-04 04:43:03,
010,43.036307,88.835268,2008-04-04 04:43:12,
010,43.035022,88.838547,2008-04-04 04:43:21,
010,43.03378,88.841682,2008-04-04 04:43:30,
010,43.03257,88.844777,2008-04-04 04:43:39,
010,43.031275,88.847967,2008-04-04 04:43:48,
010,43.029975,88.851238,2008-04-04 04:43:57,
010,43.028677,88.854428,2008-04-04 04:44:06,
010,43.027407,88.857562,2008-04-04 04:44:15,
010,43.026147,88.860615,2008-04-04 04:44:24,
010,43.024898,88.863677,2008-04-04 04:44:33,
010,43.023628,88.86687,2008-04-04 04:44:42,
010,43.022318,88.870112,2008-04-04 04:44:51,
010,43.02101,88.873342,2008-04-04 04:45:00,
010,43.019758,88.87651,2008-04-04 04:45:09,
010,43.018473,88.879785,2008-04-04 04:45:18,
010,43.017392,88.883235,2008-04-04 04:45:27,
010,43.016487,88.886735,2008-04-04 04:45:36,
010,43.015773,88.890213,2008-04-04 04:45:45,
010,43.015235,88.893752,2008-04-04 04:45:54,
010,43.014917,88.89723,2008-04-04 04:46:03,
010,43.014692,88.900627,2008-04-04 04:46:12,
010,43.014433,88.903913,2008-04-04 04:46:21,
010,43.01422,88.907223,2008-04-04 04:46:30,
010,43.014035,88.910542,2008-04-04 04:46:39,
010,43.013838,88.9139,2008-04-04 04:46:48,
010,43.013628,88.917353,2008-04-04 04:46:57,
010,43.013403,88.920788,2008-04-04 04:47:06,
010,43.013197,88.924215,2008-04-04 04:47:15,
010,43.012978,88.927652,2008-04-04 04:47:24,
010,43.012732,88.931418,2008-04-04 04:47:34,
010,43.01253,88.934817,2008-04-04 04:47:43,
010,43.012323,88.938153,2008-04-04 04:47:52,
010,43.012093,88.941488,2008-04-04 04:48:01,
010,43.011863,88.944892,2008-04-04 04:48:10,
010,43.011663,88.948273,2008-04-04 04:48:19,
010,43.011495,88.951597,2008-04-04 04:48:28,
010,43.011357,88.954783,2008-04-04 04:48:37,
010,43.011242,88.957825,2008-04-04 04:48:46,
010,43.011125,88.960908,2008-04-04 04:48:55,
010,43.011042,88.964147,2008-04-04 04:49:04,
010,43.010868,88.967932,2008-04-04 04:49:14,s
010,43.010733,88.97133,2008-04-04 04:49:23,
010,43.010607,88.974612,2008-04-04 04:49:32,
010,43.010495,88.977738,2008-04-04 04:49:41,
010,43.010398,88.980563,2008-04-04 04:49:50,
010,43.010292,88.983152,2008-04-04 04:49:59,
010,43.01018,88.985938,2008-04-04 04:50:08,
010,43.01009,88.989067,2008-04-04 04:50:17,
010,43.009983,88.992492,2008-04-04 04:50:26,
010,43.009858,88.996097,2008-04-04 04:50:35,
010,43.009705,88.999675,2008-04-04 04:50:44,
010,43.009528,89.003195,2008-04-04 04:50:53,
010,43.00937,89.006677,2008-04-04 04:51:02,
010,43.009237,89.010135,2008-04-04 04:51:11,
010,43.009092,89.013573,2008-04-04 04:51:20,
010,43.008937,89.016922,2008-04-04 04:51:29,
010,43.00884,89.020113,2008-04-04 04:51:38,
010,43.0087,89.023038,2008-04-04 04:51:47,
010,43.008627,89.026005,2008-04-04 04:51:56,
010,43.008487,89.029192,2008-04-04 04:52:05,
010,43.008363,89.03263,2008-04-04 04:52:14,
010,43.008225,89.036275,2008-04-04 04:52:23,
010,43.008073,89.040058,2008-04-04 04:52:32,
010,43.007923,89.043847,2008-04-04 04:52:41,
010,43.007773,89.047615,2008-04-04 04:52:50,
010,43.00766,89.051412,2008-04-04 04:52:59,
010,43.007463,89.055233,2008-04-04 04:53:08,
010,43.007353,89.059058,2008-04-04 04:53:17,
